Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8
225	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_212R_crop_8000,0.00,15.00,175,175)	pic(DBear_mask53,15.00,0.00,175,175)	pic(DBear_screw21,-15.00,0.00,175,175)	pic(DBear_manbicy4,0.00,-15.00,175,175)
226	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_146R_crop_8000,15.00,0.00,175,175)	pic(DBear_woodbo11,0.00,15.00,175,175)	pic(DBear_pictfr24,-15.00,0.00,175,175)	pic(DBear_tongs15,0.00,-15.00,175,175)
227	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_194R_crop_8000,0.00,15.00,175,175)	pic(DBear_94ZR-1,-15.00,0.00,175,175)	pic(DBear_scorpion,15.00,0.00,175,175)	pic(DBear_goldmas2,0.00,-15.00,175,175)
228	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_110R_crop_8000,0.00,15.00,175,175)	pic(DBear_bakingp6,-15.00,0.00,175,175)	pic(DBear_goggle18,0.00,-15.00,175,175)	pic(DBear_goldmas2,15.00,0.00,175,175)
229	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_129R_crop_8000,0.00,-15.00,175,175)	pic(DBear_jagss103,15.00,0.00,175,175)	pic(DBear_deskla40,0.00,15.00,175,175)	pic(DBear_smokde14,-15.00,0.00,175,175)
230	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_165R_crop_8000,-15.00,0.00,175,175)	pic(DBear_notepad6,15.00,0.00,175,175)	pic(DBear_syringe5,0.00,15.00,175,175)	pic(DBear_razor9,0.00,-15.00,175,175)
231	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_20R_crop_8000,-15.00,0.00,175,175)	pic(DBear_cooking3,15.00,0.00,175,175)	pic(DBear_sushi8,0.00,-15.00,175,175)	pic(DBear_coatha23,0.00,15.00,175,175)
232	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_63R_crop_8000,0.00,15.00,175,175)	pic(DBear_56thund7,-15.00,0.00,175,175)	pic(DBear_zuchfri2,15.00,0.00,175,175)	pic(DBear_goldpin,0.00,-15.00,175,175)
233	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_165R_crop_8000,0.00,15.00,175,175)	pic(DBear_wig72,15.00,0.00,175,175)	pic(DBear_screw21,0.00,-15.00,175,175)	pic(DBear_fishlu5,-15.00,0.00,175,175)
234	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_63R_crop_8000,0.00,15.00,175,175)	pic(DBear_dresse85,15.00,0.00,175,175)	pic(DBear_56thund7,-15.00,0.00,175,175)	pic(DBear_tablam14,0.00,-15.00,175,175)
235	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_142R_crop_8000,0.00,15.00,175,175)	pic(DBear_tealcar,-15.00,0.00,175,175)	pic(DBear_spatula,0.00,-15.00,175,175)	pic(DBear_duster17,15.00,0.00,175,175)
236	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_142R_crop_8000,0.00,15.00,175,175)	pic(DBear_94speed2,-15.00,0.00,175,175)	pic(DBear_reelreel,15.00,0.00,175,175)	pic(DBear_fishho17,0.00,-15.00,175,175)
237	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_63R_crop_8000,0.00,-15.00,175,175)	pic(DBear_sprybott,0.00,15.00,175,175)	pic(DBear_56thund7,15.00,0.00,175,175)	pic(DBear_smgirlr2,-15.00,0.00,175,175)
238	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_129R_crop_8000,-15.00,0.00,175,175)	pic(DBear_rollinpi,0.00,-15.00,175,175)	pic(DBear_antiron9,0.00,15.00,175,175)	pic(DBear_salami,15.00,0.00,175,175)
239	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_20R_crop_8000,15.00,0.00,175,175)	pic(DBear_bakedis2,0.00,15.00,175,175)	pic(DBear_cellpho2,-15.00,0.00,175,175)	pic(DBear_dresse39,0.00,-15.00,175,175)
240	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_146R_crop_8000,0.00,15.00,175,175)	pic(DBear_dice2,15.00,0.00,175,175)	pic(DBear_ovenmit7,-15.00,0.00,175,175)	pic(DBear_candle15,0.00,-15.00,175,175)
241	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_142R_crop_8000,0.00,15.00,175,175)	pic(DBear_maccompu,0.00,-15.00,175,175)	pic(DBear_ivorcan4,15.00,0.00,175,175)	pic(DBear_mallet13,-15.00,0.00,175,175)
242	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_129R_crop_8000,0.00,15.00,175,175)	pic(DBear_ashtray8,0.00,-15.00,175,175)	pic(DBear_watmelfa,15.00,0.00,175,175)	pic(DBear_coppan3,-15.00,0.00,175,175)
243	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_165R_crop_8000,-15.00,0.00,175,175)	pic(DBear_digfork,0.00,-15.00,175,175)	pic(DBear_caboots3,0.00,15.00,175,175)	pic(DBear_crown5,15.00,0.00,175,175)
244	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_142R_crop_8000,0.00,15.00,175,175)	pic(DBear_musta2,15.00,0.00,175,175)	pic(DBear_ironboa4,0.00,-15.00,175,175)	pic(DBear_fishlu5,-15.00,0.00,175,175)
245	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_194R_crop_8000,15.00,0.00,175,175)	pic(DBear_cricket4,0.00,15.00,175,175)	pic(DBear_kettle25,-15.00,0.00,175,175)	pic(DBear_zuchfri2,0.00,-15.00,175,175)
246	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_110R_crop_8000,15.00,0.00,175,175)	pic(DBear_fishlu5,0.00,15.00,175,175)	pic(DBear_tealcar,-15.00,0.00,175,175)	pic(DBear_browtro2,0.00,-15.00,175,175)
247	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,10.61)	pic(TBear_142R_crop_8000,-15.00,0.00,175,175)	pic(DBear_mirror2,0.00,15.00,175,175)	pic(DBear_pot5,15.00,0.00,175,175)	pic(DBear_cricket4,0.00,-15.00,175,175)
248	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,-10.61)	pic(TBear_129R_crop_8000,0.00,-15.00,175,175)	pic(DBear_brush9,-15.00,0.00,175,175)	pic(DBear_94ZR-1,15.00,0.00,175,175)	pic(DBear_woodch11,0.00,15.00,175,175)
249	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,-10.61,10.61)	pic(TBear_194R_crop_8000,-15.00,0.00,175,175)	pic(DBear_clickbee,15.00,0.00,175,175)	pic(DBear_scarab7,0.00,15.00,175,175)	pic(DBear_brush28,0.00,-15.00,175,175)
250	'ifTarget', '1','MOSTTarget', '0','ArOr','180'	1	1	CatSearch_Physiol_ML2	Snd(sin,0.400,500.000)	Snd(sin,0.400,400.000)	Sqr(0.5,[1 0 0],1,0,0)	Sqr(0.5,[0.5 0.5 0.5],1,10.61,-10.61)	pic(TBear_146R_crop_8000,0.00,15.00,175,175)	pic(DBear_brooch36,-15.00,0.00,175,175)	pic(DBear_garlic2,15.00,0.00,175,175)	pic(DBear_lightbu3,0.00,-15.00,175,175)
